rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,gender,birthDate,lastName,firstName,country_cpi,country_gdp,country_population,country_lat, country_long,city_lat,city_long
92,18000,Finance & Investments,Daniel Gilbert,61.0,United States,Franklin,Quicken Loans,Finance & Investments,United States,True,M,1/17/1962 0:00,Gilbert,Daniel,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,43.4499,-71.6691
93,17700,Metals & Mining,Lakshmi Mittal,72.0,United Kingdom,London,Steel,Metals & Mining,India,False,M,6/15/1950 0:00,Mittal,Lakshmi,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973,51.5072,-0.1275
94,17500,Finance & Investments,Steve Cohen,66.0,United States,Greenwich,Hedge funds,Finance & Investments,United States,True,M,6/11/1956 0:00,Cohen,Steve,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,,
94,17500,Finance & Investments,Carl Icahn,87.0,United States,Indian Creek,Investments,Finance & Investments,United States,True,M,2/16/1936 0:00,Icahn,Carl,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,,
94,17500,Metals & Mining,Savitri Jindal & family,73.0,India,Hisar,Steel,Metals & Mining,India,False,F,3/20/1950 0:00,Jindal,Savitri,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288,29.15,75.7
94,17500,Metals & Mining,Savitri Jindal & family,73.0,India,Hisar,Steel,Metals & Mining,India,False,F,3/20/1950 0:00,Jindal,Savitri,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288,26.5495,85.9406
97,17400,Real Estate,Donald Bren,90.0,United States,Newport Beach,Real estate,Real Estate,United States,True,M,5/11/1932 0:00,Bren,Donald,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,33.6151,-117.8668
97,17400,Fashion & Retail,"John Menard, Jr.",83.0,United States,Eau Claire,Home improvement stores,Fashion & Retail,United States,True,M,1/22/1940 0:00,Menard,John,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,44.8197,-91.4948
99,17100,Media & Entertainment,Rupert Murdoch & family,92.0,United States,New York,"Newspapers, TV network",Media & Entertainment,United States,False,M,3/11/1931 0:00,Murdoch,Rupert,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.6943,-73.9249
100,16700,Finance & Investments,Vicky Safra & family,70.0,Switzerland,Crans-Montana,Banking,Finance & Investments,Brazil,False,F,1/1/1953 0:00,Safra,Vicky,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512,,
101,16500,Fashion & Retail,"Theo Albrecht, Jr. & family",72.0,Germany,Mulheim an der Ruhr,"Aldi, Trader Joe's",Fashion & Retail,Germany,False,M,1/1/1951 0:00,Albrecht,Theo,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526,,
101,16500,Finance & Investments,Renata Kellnerova & family,55.0,Czech Republic,Prague,"Finance, telecommunications",Finance & Investments,Czech Republic,False,F,7/4/1967 0:00,Kellnerova,Renata,116.48,"$246,489,245,495 ",10669709.0,49.817492,15.472962,,
103,16300,Healthcare,Li Xiting,72.0,China,Shenzhen,medical devices,Healthcare,Singapore,True,M,1/1/1951 0:00,Li,Xiting,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,22.5415,114.0596
104,16200,Fashion & Retail,Stefan Persson,75.0,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,False,M,10/4/1947 0:00,Persson,Stefan,110.51,"$530,832,908,738 ",10285453.0,60.128161,18.643501,59.3294,18.0686
104,16200,Technology,Eric Schmidt,67.0,United States,Atherton,Google,Technology,United States,True,M,4/27/1955 0:00,Schmidt,Eric,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,,
106,16000,Finance & Investments,Michael Platt,55.0,Switzerland,Geneva,Hedge funds,Finance & Investments,United Kingdom,True,M,3/18/1968 0:00,Platt,Michael,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512,46.2017,6.1469
107,15900,Food & Beverage,Pang Kang,67.0,China,Foshan,Soy sauce,Food & Beverage,China,True,M,1/19/1956 0:00,Pang,Kang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,23.0214,113.1216
108,15800,Fashion & Retail,Karl Albrecht Jr. & family,,Germany,,Supermarkets,Fashion & Retail,Germany,False,M,,Albrecht Jr.,Karl,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526,51.8333,12.2333
108,15800,Fashion & Retail,Beate Heister,,,,Supermarkets,Fashion & Retail,Germany,False,F,,Heister,Beate,,,,,,,
108,15800,Food & Beverage,Jorge Paulo Lemann & family,83.0,Switzerland,Zurich,Beer,Food & Beverage,Brazil,True,M,8/26/1939 0:00,Lemann,Jorge Paulo,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512,47.3744,8.5411
108,15800,Real Estate,Peter Woo,76.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,M,9/5/1946 0:00,Woo,Peter,,,,,,22.3,114.2
112,15600,Healthcare,Dilip Shanghvi,67.0,India,Mumbai,Pharmaceuticals,Healthcare,India,True,M,10/1/1955 0:00,Shanghvi,Dilip,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288,19.0761,72.8775
113,15500,Technology,Robert Pera,45.0,United States,San Jose,Wireless networking,Technology,United States,True,M,3/10/1978 0:00,Pera,Robert,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,37.3012,-121.848
114,15300,Fashion & Retail,Radhakishan Damani,68.0,India,Mumbai,"Retail, investments",Fashion & Retail,India,True,M,1/1/1955 0:00,Damani,Radhakishan,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288,19.0761,72.8775
115,15200,Automotive,Huang Shilin,56.0,China,Ningde,Batteries,Automotive,China,True,M,1/1/1967 0:00,Huang,Shilin,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,26.6662,119.5477
116,14900,Diversified,Dhanin Chearavanont,83.0,Thailand,Bangkok,Diversified,Diversified,Thailand,False,M,4/19/1939 0:00,Chearavanont,Dhanin,113.27,"$543,649,976,166 ",69625582.0,15.870032,100.992541,13.7525,100.4942
116,14900,Fashion & Retail,David Green & family,81.0,United States,Oklahoma City,Retail,Fashion & Retail,United States,True,M,11/13/1941 0:00,Green,David,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,35.4676,-97.5136
118,14800,Food & Beverage,Charoen Sirivadhanabhakdi,78.0,Thailand,Bangkok,"Alcohol, real estate",Food & Beverage,Thailand,True,M,5/2/1944 0:00,Sirivadhanabhakdi,Charoen,113.27,"$543,649,976,166 ",69625582.0,15.870032,100.992541,13.7525,100.4942
119,14700,Food & Beverage,Charlene de Carvalho-Heineken & family,68.0,United Kingdom,London,Heineken,Food & Beverage,Netherlands,False,F,6/30/1954 0:00,de Carvalho-Heineken,Charlene,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973,51.5072,-0.1275
120,14600,Healthcare,Xu Hang,60.0,China,Shenzhen,Medical devices,Healthcare,Hong Kong,True,M,5/22/1962 0:00,Xu,Hang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,22.5415,114.0596
121,14500,Automotive,Wei Jianjun & family,59.0,China,Baoding,Automobiles,Automotive,China,True,M,3/1/1964 0:00,Wei,Jianjun,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,38.874,115.464
122,14400,Metals & Mining,Alisher Usmanov,69.0,Uzbekistan,Tashkent,"Steel, telecom, investments",Metals & Mining,Russia,True,M,9/9/1953 0:00,Usmanov,Alisher,,"$57,921,286,440 ",33580650.0,41.377491,64.585262,41.3111,69.2797
123,14300,Manufacturing,Goh Cheng Liang,95.0,Singapore,Singapore,Paints,Manufacturing,Singapore,True,M,6/27/1927 0:00,Goh,Cheng Liang,114.41,"$372,062,527,489 ",5703569.0,1.352083,103.819836,1.3,103.8
124,14200,Diversified,Kumar Birla,55.0,India,Mumbai,Commodities,Diversified,India,False,M,6/14/1967 0:00,Birla,Kumar,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288,19.0761,72.8775
124,14200,Manufacturing,Aliko Dangote,65.0,Nigeria,Lagos,"Cement, sugar",Manufacturing,Nigeria,True,M,4/10/1957 0:00,Dangote,Aliko,267.51,"$448,120,428,859 ",200963599.0,9.081999,8.675277,6.455,3.3841
126,14100,Real Estate,Kwong Siu-hing,93.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,F,12/2/1929 0:00,Kwong,Siu-hing,,,,,,22.3,114.2
127,14000,Diversified,Idan Ofer,67.0,United Kingdom,London,Shipping,Diversified,Israel,False,M,10/2/1955 0:00,Ofer,Idan,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973,51.5072,-0.1275
128,13900,Healthcare,Chen Bang,57.0,China,Changsha,Hospitals,Healthcare,China,True,M,9/1/1965 0:00,Chen,Bang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,28.228,112.939
128,13900,Healthcare,Chen Bang,57.0,China,Changsha,Hospitals,Healthcare,China,True,M,9/1/1965 0:00,Chen,Bang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,22.3773,112.6982
128,13900,Gambling & Casinos,Lui Che Woo,94.0,Hong Kong,Hong Kong,Casinos/hotels,Gambling & Casinos,Hong Kong,True,M,4/1/1929 0:00,Lui,Che Woo,,,,,,22.3,114.2
130,13700,Logistics,John Fredriksen,78.0,United Kingdom,London,Shipping,Logistics,Cyprus,True,M,2/1/1945 0:00,Fredriksen,John,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973,51.5072,-0.1275
130,13700,Construction & Engineering,Diane Hendricks,76.0,United States,Afton,Building supplies,Construction & Engineering,United States,True,F,3/2/1947 0:00,Hendricks,Diane,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,,
130,13700,Technology,Jan Koum,47.0,United States,Atherton,WhatsApp,Technology,United States,True,M,2/24/1976 0:00,Koum,Jan,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,,
133,13300,Sports,Jerry Jones,80.0,United States,Dallas,Dallas Cowboys,Sports,United States,True,M,10/13/1942 0:00,Jones,Jerry,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,32.7935,-96.7667
133,13300,Sports,Jerry Jones,80.0,United States,Dallas,Dallas Cowboys,Sports,United States,True,M,10/13/1942 0:00,Jones,Jerry,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,44.9221,-123.313
133,13300,Sports,Jerry Jones,80.0,United States,Dallas,Dallas Cowboys,Sports,United States,True,M,10/13/1942 0:00,Jones,Jerry,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,33.9152,-84.8416
133,13300,Sports,Jerry Jones,80.0,United States,Dallas,Dallas Cowboys,Sports,United States,True,M,10/13/1942 0:00,Jones,Jerry,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,41.3608,-75.9656
133,13300,Energy,George Kaiser,80.0,United States,Tulsa,"Oil & gas, banking",Energy,United States,False,M,7/29/1942 0:00,Kaiser,George,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,36.1283,-95.9042
133,13300,Real Estate,Joseph Lau,71.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,True,M,7/21/1951 0:00,Lau,Joseph,,,,,,22.3,114.2
136,13200,Automotive,Lu Xiangyang,60.0,China,Guangzhou,"Automobiles, batteries",Automotive,China,True,M,12/28/1962 0:00,Lu,Xiangyang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,23.13,113.26
137,13100,Real Estate,Harry Triguboff,90.0,Australia,Sydney,Real estate,Real Estate,Australia,True,M,3/3/1933 0:00,Triguboff,Harry,119.8,"$1,392,680,589,329 ",25766605.0,-25.274398,133.775136,-33.8678,151.21
138,12900,Finance & Investments,Uday Kotak,64.0,India,Mumbai,Banking,Finance & Investments,India,True,M,3/15/1959 0:00,Kotak,Uday,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288,19.0761,72.8775
138,12900,Sports,Stanley Kroenke,75.0,United States,Electra,"Sports, real estate",Sports,United States,True,M,7/29/1947 0:00,Kroenke,Stanley,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,,
140,12600,Energy,Mikhail Fridman,58.0,United Kingdom,London,"Oil, banking, telecom",Energy,Russia,True,M,4/21/1964 0:00,Fridman,Mikhail,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973,51.5072,-0.1275
141,12300,Energy,Sarath Ratanavadi,57.0,Thailand,Bangkok,Energy,Energy,Thailand,True,M,7/12/1965 0:00,Ratanavadi,Sarath,113.27,"$543,649,976,166 ",69625582.0,15.870032,100.992541,13.7525,100.4942
142,12200,Metals & Mining,Dang Yanbao,50.0,China,Yinchuan,Coal,Metals & Mining,China,True,M,2/1/1973 0:00,Dang,Yanbao,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,38.485,106.225
142,12200,Healthcare,Jiang Rensheng & family,69.0,China,Chongqing,Vaccines,Healthcare,China,True,M,10/8/1953 0:00,Jiang,Rensheng,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,29.5637,106.5504
144,12100,Automotive,Shahid Khan,72.0,United States,Naples,Auto parts,Automotive,United States,True,M,7/18/1950 0:00,Khan,Shahid,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,26.1504,-81.7936
145,12000,Technology,Laurene Powell Jobs & family,59.0,United States,Palo Alto,"Apple, Disney",Technology,United States,False,F,11/6/1963 0:00,Powell Jobs,Laurene,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,37.3905,-122.1468
146,11800,Diversified,Robert Kuok,99.0,Hong Kong,Hong Kong,"Palm oil, shipping, property",Diversified,Malaysia,True,M,10/6/1923 0:00,Kuok,Robert,,,,,,22.3,114.2
147,11600,Real Estate,Stephen Ross,82.0,United States,New York,Real estate,Real Estate,United States,True,M,5/10/1940 0:00,Ross,Stephen,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.6943,-73.9249
148,11500,Technology,Pavel Durov,38.0,United Arab Emirates,Dubai,Messaging app,Technology,United Arab Emirates,True,M,10/10/1984 0:00,Durov,Pavel,114.52,"$421,142,267,938 ",9770529.0,23.424076,53.847818,25.2631,55.2972
148,11500,Healthcare,Andreas Struengmann & family,73.0,Germany,Tegernsee,Pharmaceuticals,Healthcare,Germany,True,M,2/16/1950 0:00,Struengmann,Andreas,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526,,
148,11500,Healthcare,Thomas Struengmann & family,73.0,Germany,Tegernsee,Pharmaceuticals,Healthcare,Germany,True,M,2/16/1950 0:00,Struengmann,Thomas,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526,,
151,11400,Food & Beverage,Liu Hanyuan,59.0,China,Chengdu,Agribusiness,Food & Beverage,China,True,M,1/1/1964 0:00,Liu,Hanyuan,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,30.66,104.0633
151,11400,Fashion & Retail,Michael Rubin,50.0,United States,Bryn Mawr,Online retail,Fashion & Retail,United States,True,M,7/21/1972 0:00,Rubin,Michael,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,,
153,11300,Finance & Investments,Israel Englander,74.0,United States,New York,Hedge funds,Finance & Investments,United States,True,M,9/30/1948 0:00,Englander,Israel,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.6943,-73.9249
153,11300,Manufacturing,Viatcheslav Kantor,69.0,Israel,Herzliya,"Fertilizer, real estate",Manufacturing,Russia,True,M,9/8/1953 0:00,Kantor,Viatcheslav,108.15,"$395,098,666,122 ",9053300.0,31.046051,34.851612,,
153,11300,Manufacturing,Anthony Pratt,62.0,Australia,Melbourne,Manufacturing,Manufacturing,Australia,False,M,4/11/1960 0:00,Pratt,Anthony,119.8,"$1,392,680,589,329 ",25766605.0,-25.274398,133.775136,-37.8142,144.9631
153,11300,Finance & Investments,Mikhail Prokhorov,57.0,Switzerland,Frauenfeld,Investments,Finance & Investments,Russia,True,M,5/3/1965 0:00,Prokhorov,Mikhail,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512,47.55,8.9
157,11100,Fashion & Retail,Giorgio Armani,88.0,Italy,Milan,Luxury goods,Fashion & Retail,Italy,True,M,7/11/1934 0:00,Armani,Giorgio,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738,45.4669,9.19
157,11100,Fashion & Retail,Johann Rupert & family,72.0,South Africa,Cape Town,Luxury goods,Fashion & Retail,South Africa,False,M,6/1/1950 0:00,Rupert,Johann,158.93,"$351,431,649,241 ",58558270.0,-30.559482,22.937506,-33.9253,18.4239
159,11000,Finance & Investments,Gong Hongjia & family,58.0,Hong Kong,Hong Kong,Video surveillance,Finance & Investments,Hong Kong,True,M,1/1/1965 0:00,Gong,Hongjia,,,,,,22.3,114.2
159,11000,Technology,Zhang Zhidong,51.0,China,Shenzhen,Internet media,Technology,China,True,M,1/1/1972 0:00,Zhang,Zhidong,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,22.5415,114.0596
161,10900,Finance & Investments,Philip Anschutz,83.0,United States,Denver,"Energy, sports, entertainment",Finance & Investments,United States,False,M,12/28/1939 0:00,Anschutz,Philip,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,39.762,-104.8758
161,10900,Fashion & Retail,Judy Love & family,85.0,United States,Oklahoma City,Gas stations,Fashion & Retail,United States,True,F,6/17/1937 0:00,Love,Judy,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,35.4676,-97.5136
161,10900,Fashion & Retail,Ricardo Salinas Pliego & family,67.0,Mexico,Mexico City,"Retail, media",Fashion & Retail,Mexico,False,M,10/19/1955 0:00,Salinas Pliego,Ricardo,141.54,"$1,258,286,717,125 ",126014024.0,23.634501,-102.552784,19.4333,-99.1333
164,10700,Media & Entertainment,Donald Newhouse,93.0,United States,New York,Media,Media & Entertainment,United States,False,M,8/5/1929 0:00,Newhouse,Donald,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.6943,-73.9249
165,10600,Sports,Robert Kraft,81.0,United States,Brookline,"Manufacturing, New England Patriots",Sports,United States,True,M,6/5/1941 0:00,Kraft,Robert,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,42.3243,-71.1408
165,10600,Food & Beverage,Marcel Herrmann Telles,73.0,Brazil,Sao Paulo,Beer,Food & Beverage,Brazil,True,M,1/1/1950 0:00,Telles,Marcel Herrmann,167.4,"$1,839,758,040,766 ",212559417.0,-14.235004,-51.92528,-23.55,-46.6333
167,10500,Finance & Investments,Suleiman Kerimov & family,57.0,Russia,Moscow,Gold,Finance & Investments,Russia,True,M,3/12/1966 0:00,Kerimov & family,Suleiman,180.75,"$1,699,876,578,871 ",144373535.0,61.52401,105.318756,55.7558,37.6172
167,10500,Fashion & Retail,Sky Xu,39.0,China,Guangzhou,E-commerce,Fashion & Retail,China,True,M,1/1/1984 0:00,Xu,Sky,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,23.13,113.26
167,10500,Finance & Investments,Changpeng Zhao,45.0,United Arab Emirates,Dubai,Cryptocurrency exchange,Finance & Investments,Canada,True,M,9/10/1977 0:00,Zhao,Changpeng,114.52,"$421,142,267,938 ",9770529.0,23.424076,53.847818,25.2631,55.2972
170,10300,Finance & Investments,Andrew Beal,70.0,United States,Dallas,"Banks, real estate",Finance & Investments,United States,True,M,11/29/1952 0:00,Beal,Andrew,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,32.7935,-96.7667
170,10300,Finance & Investments,Andrew Beal,70.0,United States,Dallas,"Banks, real estate",Finance & Investments,United States,True,M,11/29/1952 0:00,Beal,Andrew,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,44.9221,-123.313
170,10300,Finance & Investments,Andrew Beal,70.0,United States,Dallas,"Banks, real estate",Finance & Investments,United States,True,M,11/29/1952 0:00,Beal,Andrew,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,33.9152,-84.8416
170,10300,Finance & Investments,Andrew Beal,70.0,United States,Dallas,"Banks, real estate",Finance & Investments,United States,True,M,11/29/1952 0:00,Beal,Andrew,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,41.3608,-75.9656
171,10200,Technology,Mike Cannon-Brookes,43.0,Australia,Sydney,Software,Technology,Australia,True,M,11/17/1979 0:00,Cannon-Brookes,Mike,119.8,"$1,392,680,589,329 ",25766605.0,-25.274398,133.775136,-33.8678,151.21
171,10200,Healthcare,Carl Cook,60.0,United States,Bloomington,Medical devices,Healthcare,United States,False,M,8/19/1962 0:00,Cook,Carl,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.4757,-88.9703
171,10200,Healthcare,Carl Cook,60.0,United States,Bloomington,Medical devices,Healthcare,United States,False,M,8/19/1962 0:00,Cook,Carl,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,39.1637,-86.5257
171,10200,Healthcare,Carl Cook,60.0,United States,Bloomington,Medical devices,Healthcare,United States,False,M,8/19/1962 0:00,Cook,Carl,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,44.8306,-93.3151
171,10200,Healthcare,Carl Cook,60.0,United States,Bloomington,Medical devices,Healthcare,United States,False,M,8/19/1962 0:00,Cook,Carl,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,34.0601,-117.4013
171,10200,Technology,David Duffield,82.0,United States,Incline Village,Business software,Technology,United States,True,M,9/21/1940 0:00,Duffield,David,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,39.2639,-119.9455
171,10200,Energy,Jeffery Hildebrand,64.0,United States,Houston,Oil,Energy,United States,True,M,3/5/1959 0:00,Hildebrand,Jeffery,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,29.786,-95.3885
171,10200,Manufacturing,Viktor Rashnikov,74.0,Russia,Magnitogorsk,Steel,Manufacturing,Russia,True,M,10/13/1948 0:00,Rashnikov,Viktor,180.75,"$1,699,876,578,871 ",144373535.0,61.52401,105.318756,53.3833,59.0333
